,Eng,Chinese,No Units,District_x,Address_x,Geo_lat_x,Geo_lng_x,Hospital,Address_y,Geo_lat_y,Geo_lng_y,District_y,Distance(Km),Rank
3856,Nag Ling Court,???,400,Islands District,"Islands District, Hong Kong",22.2627924,113.9655419,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,3.448097323,1
3864,Nag Ling Court,???,400,Islands District,"Islands District, Hong Kong",22.2627924,113.9655419,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,9.122245988,2
3867,Nag Ling Court,???,400,Islands District,"Islands District, Hong Kong",22.2627924,113.9655419,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,16.21141992,3
3871,Nam Cheong Estate,???,500,Sham Shui Po District,"Nam Cheong Estate Block 7 Cheong On House, Cheong San Ln, Sham Shui Po, Hong Kong",22.3258606,114.1576836,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.796128145,1
3872,Nam Cheong Estate,???,500,Sham Shui Po District,"Nam Cheong Estate Block 7 Cheong On House, Cheong San Ln, Sham Shui Po, Hong Kong",22.3258606,114.1576836,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,1.937120837,2
3879,Nam Cheong Estate,???,500,Sham Shui Po District,"Nam Cheong Estate Block 7 Cheong On House, Cheong San Ln, Sham Shui Po, Hong Kong",22.3258606,114.1576836,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,2.569390678,3
3890,Nam Shan Estate,???,2800,Sham Shui Po District,"Nam Shan Estate, Hong Kong",22.332789,114.170269,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,1.980530883,1
3889,Nam Shan Estate,???,2800,Sham Shui Po District,"Nam Shan Estate, Hong Kong",22.332789,114.170269,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,2.004516497,2
3897,Nam Shan Estate,???,2800,Sham Shui Po District,"Nam Shan Estate, Hong Kong",22.332789,114.170269,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,2.695178398,3
3911,Neptune Terrace,???,978,Eastern District,"Neptune Terrace Block 3, Tai Man St, Chai Wan, Hong Kong",22.2681512,114.2343455,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.254932807,1
3917,Neptune Terrace,???,978,Eastern District,"Neptune Terrace Block 3, Tai Man St, Chai Wan, Hong Kong",22.2681512,114.2343455,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,6.133651498,2
3922,Neptune Terrace,???,978,Eastern District,"Neptune Terrace Block 3, Tai Man St, Chai Wan, Hong Kong",22.2681512,114.2343455,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.186539571,3
3928,Ngan Ho Court,???,529,Islands District,"16 Ngan Kwong Wan Rd, Mui Wo, Hong Kong",22.265325,113.995128,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,6.041948274,1
3936,Ngan Ho Court,???,529,Islands District,"16 Ngan Kwong Wan Rd, Mui Wo, Hong Kong",22.265325,113.995128,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,7.390644073,2
3934,Ngan Ho Court,???,529,Islands District,"16 Ngan Kwong Wan Rd, Mui Wo, Hong Kong",22.265325,113.995128,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,14.03513374,3
3946,Ngan Wai Court,???,170,Islands District,"Hong Kong, Lantau Island, ?? ????15?",22.2655871,113.9980692,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,6.322196005,1
3954,Ngan Wai Court,???,170,Islands District,"Hong Kong, Lantau Island, ?? ????15?",22.2655871,113.9980692,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,7.267500504,2
3952,Ngan Wai Court,???,170,Islands District,"Hong Kong, Lantau Island, ?? ????15?",22.2655871,113.9980692,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,13.73148202,3
3964,Ngan Wan Estate,???,400,Islands District,"Hong Kong, Mui Wo, ????",22.2650511,113.9969515,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,6.229982043,1
3972,Ngan Wan Estate,???,400,Islands District,"Hong Kong, Mui Wo, ????",22.2650511,113.9969515,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,7.270687985,2
3970,Ngan Wan Estate,???,400,Islands District,"Hong Kong, Mui Wo, ????",22.2650511,113.9969515,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,13.84883725,3
3995,Ning Fung Court,???,1280,Kwai Tsing District,"Ning Fung Court, Shek Yam, Hong Kong",22.371736,114.138536,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,1.961014803,1
3986,Ning Fung Court,???,1280,Kwai Tsing District,"Ning Fung Court, Shek Yam, Hong Kong",22.371736,114.138536,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,3.392877477,2
3979,Ning Fung Court,???,1280,Kwai Tsing District,"Ning Fung Court, Shek Yam, Hong Kong",22.371736,114.138536,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.68900451,3
4007,Ocean Court,???,550,Southern District,"Ocean Court; Aberdeen Praya Road, Aberdeen, Hong Kong",22.247526,114.159165,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,3.559838096,1
4006,Ocean Court,???,550,Southern District,"Ocean Court; Aberdeen Praya Road, Aberdeen, Hong Kong",22.247526,114.159165,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,3.817477577,2
4005,Ocean Court,???,550,Southern District,"Ocean Court; Aberdeen Praya Road, Aberdeen, Hong Kong",22.247526,114.159165,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,7.009156002,3
4023,Oi Man Estate,???,6300,Kowloon City District,"?? 60?, 60 Chung Hau St, Ho Man Tin, Hong Kong",22.3124067,114.1788626,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,0.584750807,1
4016,Oi Man Estate,???,6300,Kowloon City District,"?? 60?, 60 Chung Hau St, Ho Man Tin, Hong Kong",22.3124067,114.1788626,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,0.7211645,2
4025,Oi Man Estate,???,6300,Kowloon City District,"?? 60?, 60 Chung Hau St, Ho Man Tin, Hong Kong",22.3124067,114.1788626,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.08576322,3
4037,Oi Tung Estate,???,3900,Eastern District,"Aldrich Bay, Hong Kong",22.2813092,114.2273681,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.592160294,1
4048,Oi Tung Estate,???,3900,Eastern District,"Aldrich Bay, Hong Kong",22.2813092,114.2273681,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.677174869,2
4043,Oi Tung Estate,???,3900,Eastern District,"Aldrich Bay, Hong Kong",22.2813092,114.2273681,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,5.390362695,3
4066,On Kay Court,???,920,Kwun Tong District,"On Kay Court Kay Yue House, Chun Wah Rd, Ngau Tau Kok, Hong Kong",22.322378,114.2172708,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.010043212,1
4059,On Kay Court,???,920,Kwun Tong District,"On Kay Court Kay Yue House, Chun Wah Rd, Ngau Tau Kok, Hong Kong",22.322378,114.2172708,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,4.636505649,2
4052,On Kay Court,???,920,Kwun Tong District,"On Kay Court Kay Yue House, Chun Wah Rd, Ngau Tau Kok, Hong Kong",22.322378,114.2172708,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.678415297,3
4071,On Shing Court,???,612,North District,"On Shing Court, 50 Tin Ping Rd, ??? Hong Kong",22.5024258,114.1349709,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,1.236393075,1
4068,On Shing Court,???,612,North District,"On Shing Court, 50 Tin Ping Rd, ??? Hong Kong",22.5024258,114.1349709,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,6.361077819,2
4074,On Shing Court,???,612,North District,"On Shing Court, 50 Tin Ping Rd, ??? Hong Kong",22.5024258,114.1349709,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,11.47686086,3
4102,On Tai Estate,???,8561,Kwun Tong District,"On Tai Estate, Hong Kong",22.3271529,114.2290191,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,0.4689913,1
4100,On Tai Estate,???,8561,Kwun Tong District,"On Tai Estate, Hong Kong",22.3271529,114.2290191,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,4.328774304,2
4095,On Tai Estate,???,8561,Kwun Tong District,"On Tai Estate, Hong Kong",22.3271529,114.2290191,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,5.953113958,3
4120,On Tat Estate,???,9400,Kwun Tong District,Hong Kong,22.3206514,114.2366173,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.031397916,1
4118,On Tat Estate,???,9400,Kwun Tong District,Hong Kong,22.3206514,114.2366173,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.436534587,2
4109,On Tat Estate,???,9400,Kwun Tong District,Hong Kong,22.3206514,114.2366173,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.67845391,3
4138,On Tin Estate,???,700,Kwun Tong District,"Lam Tin, Hong Kong",22.3071891,114.2356571,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.00566136,1
4136,On Tin Estate,???,700,Kwun Tong District,"Lam Tin, Hong Kong",22.3071891,114.2356571,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.717722603,2
4127,On Tin Estate,???,700,Kwun Tong District,"Lam Tin, Hong Kong",22.3071891,114.2356571,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.181444493,3
4155,On Ting Estate,???,5000,Tuen Mun District,"???, Tuen Mun, Hong Kong",22.3874509,113.9766935,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,2.312904765,1
4153,On Ting Estate,???,5000,Tuen Mun District,"???, Tuen Mun, Hong Kong",22.3874509,113.9766935,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,8.140193768,2
4146,On Ting Estate,???,5000,Tuen Mun District,"???, Tuen Mun, Hong Kong",22.3874509,113.9766935,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,9.300997997,3
4175,On Yam Estate,???,5400,Kwai Tsing District,"On Chuk St, Kwai Chung, Hong Kong",22.3708782,114.1420775,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,2.315961931,1
4166,On Yam Estate,???,5400,Kwai Tsing District,"On Chuk St, Kwai Chung, Hong Kong",22.3708782,114.1420775,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,3.371224287,2
4159,On Yam Estate,???,5400,Kwai Tsing District,"On Chuk St, Kwai Chung, Hong Kong",22.3708782,114.1420775,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.465501293,3
4177,Pak Tin Estate,???,7800,Sham Shui Po District,"51? Pak Tin St, Sham Shui Po, Hong Kong",22.3351345,114.1673508,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.617954814,1
4178,Pak Tin Estate,???,7800,Sham Shui Po District,"51? Pak Tin St, Sham Shui Po, Hong Kong",22.3351345,114.1673508,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.290041695,2
4185,Pak Tin Estate,???,7800,Sham Shui Po District,"51? Pak Tin St, Sham Shui Po, Hong Kong",22.3351345,114.1673508,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.013038956,3
4201,Pang Ching Court,???,816,Wong Tai Sin District,"????????6?, Pang Ching Court, 6 Chui Chuk St, Chuk Un, Hong Kong",22.345681,114.190605,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.799969989,1
4195,Pang Ching Court,???,816,Wong Tai Sin District,"????????6?, Pang Ching Court, 6 Chui Chuk St, Chuk Un, Hong Kong",22.345681,114.190605,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.877381286,2
4196,Pang Ching Court,???,816,Wong Tai Sin District,"????????6?, Pang Ching Court, 6 Chui Chuk St, Chuk Un, Hong Kong",22.345681,114.190605,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.878523457,3
4224,Peng Lai Court,???,148,Islands District,"Peng Lai Court, 2 Lok Peng St, Peng Chau, Hong Kong",22.2863619,114.0367681,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,8.727203204,1
4222,Peng Lai Court,???,148,Islands District,"Peng Lai Court, 2 Lok Peng St, Peng Chau, Hong Kong",22.2863619,114.0367681,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,9.90101599,2
4216,Peng Lai Court,???,148,Islands District,"Peng Lai Court, 2 Lok Peng St, Peng Chau, Hong Kong",22.2863619,114.0367681,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,10.04593837,3
4246,Ping Shek Estate,???,4600,Kwun Tong District,"2 Clear Water Bay Rd, Ping Shan, Hong Kong",22.3333511,114.2090864,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.154873731,1
4232,Ping Shek Estate,???,4600,Kwun Tong District,"2 Clear Water Bay Rd, Ping Shan, Hong Kong",22.3333511,114.2090864,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.277855717,2
4239,Ping Shek Estate,???,4600,Kwun Tong District,"2 Clear Water Bay Rd, Ping Shan, Hong Kong",22.3333511,114.2090864,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,4.4683209,3
4264,Ping Tin Estate,???,5700,Kwun Tong District,"On Tin St, Lam Tin, Hong Kong",22.3080908,114.2356738,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.917036205,1
4262,Ping Tin Estate,???,5700,Kwun Tong District,"On Tin St, Lam Tin, Hong Kong",22.3080908,114.2356738,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.685167189,2
4253,Ping Tin Estate,???,5700,Kwun Tong District,"On Tin St, Lam Tin, Hong Kong",22.3080908,114.2356738,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.281701528,3
4279,Ping Yan Court,???,2409,Yuen Long District,"Ping Shan, Hong Kong",22.4455411,114.0034577,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,1.636496424,1
4272,Ping Yan Court,???,2409,Yuen Long District,"Ping Shan, Hong Kong",22.4455411,114.0034577,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,3.952543625,2
4281,Ping Yan Court,???,2409,Yuen Long District,"Ping Shan, Hong Kong",22.4455411,114.0034577,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,5.027135383,3
4285,Po Hei Court,???,390,Sham Shui Po District,"Po Hei Court, Lei Cheng Uk, Hong Kong",22.337925,114.158798,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,0.698377314,1
4292,Po Hei Court,???,390,Sham Shui Po District,"Po Hei Court, Lei Cheng Uk, Hong Kong",22.337925,114.158798,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.599763516,2
4286,Po Hei Court,???,390,Sham Shui Po District,"Po Hei Court, Lei Cheng Uk, Hong Kong",22.337925,114.158798,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.903170355,3
4302,Po Heung Estate,???,620,Tai Po District,"1 Po Heung St, Tai Po, Hong Kong",22.4471185,114.1652803,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,1.616825569,1
4305,Po Heung Estate,???,620,Tai Po District,"1 Po Heung St, Tai Po, Hong Kong",22.4471185,114.1652803,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,6.919381169,2
4309,Po Heung Estate,???,620,Tai Po District,"1 Po Heung St, Tai Po, Hong Kong",22.4471185,114.1652803,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,8.489489469,3
4328,Po Lai Court,???,-378,Sham Shui Po District,"Lai Chi Kok, Hong Kong",22.338793,114.135269,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,0.339757609,1
4321,Po Lai Court,???,-378,Sham Shui Po District,"Lai Chi Kok, Hong Kong",22.338793,114.135269,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.867646489,2
4337,Po Lai Court,???,-378,Sham Shui Po District,"Lai Chi Kok, Hong Kong",22.338793,114.135269,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,3.798263323,3
4352,Po Lam Estate,???,1300,Sai Kung District,"Yau Yue Wan, Hong Kong",22.325282,114.25487,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,1.749583538,1
4354,Po Lam Estate,???,1300,Sai Kung District,"Yau Yue Wan, Hong Kong",22.325282,114.25487,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.872425563,2
4343,Po Lam Estate,???,1300,Sai Kung District,"Yau Yue Wan, Hong Kong",22.325282,114.25487,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,6.482568436,3
4356,Po Nga Court,???,2448,Tai Po District,"Po Nga Court Block B Hing Wo House, Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4505758,114.1588966,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,1.868758252,1
4359,Po Nga Court,???,2448,Tai Po District,"Po Nga Court Block B Hing Wo House, Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4505758,114.1588966,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,6.223545324,2
4363,Po Nga Court,???,2448,Tai Po District,"Po Nga Court Block B Hing Wo House, Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4505758,114.1588966,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,9.131232487,3
4390,Po Pui Court,???,1750,Kwun Tong District,"Hong Kong, ???????728??",22.3173644,114.2287189,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,0.689030758,1
4388,Po Pui Court,???,1750,Kwun Tong District,"Hong Kong, ???????728??",22.3173644,114.2287189,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,4.23600149,2
4379,Po Pui Court,???,1750,Kwun Tong District,"Hong Kong, ???????728??",22.3173644,114.2287189,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.369200611,3
4408,Po Tat Estate,???,7400,Kwun Tong District,"Adjacent to Tat On House, Po Tat Estate, Sau Mau Ping, Kowloon, Hong Kong",22.317245,114.239345,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.438073257,1
4406,Po Tat Estate,???,7400,Kwun Tong District,"Adjacent to Tat On House, Po Tat Estate, Sau Mau Ping, Kowloon, Hong Kong",22.317245,114.239345,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.14305524,2
4397,Po Tat Estate,???,7400,Kwun Tong District,"Adjacent to Tat On House, Po Tat Estate, Sau Mau Ping, Kowloon, Hong Kong",22.317245,114.239345,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.308925952,3
4425,Po Tin Estate,???,6900,Tuen Mun District,"99 Ming Kum Rd, Tuen Mun, Hong Kong",22.4103448,113.9668931,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,0.951557156,1
4423,Po Tin Estate,???,6900,Tuen Mun District,"99 Ming Kum Rd, Tuen Mun, Hong Kong",22.4103448,113.9668931,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,6.124045225,2
4416,Po Tin Estate,???,6900,Tuen Mun District,"99 Ming Kum Rd, Tuen Mun, Hong Kong",22.4103448,113.9668931,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,8.64205539,3
4435,Pok Hong Estate,???,1000,Sha Tin District,"Sha Kok St, Sha Tin, Hong Kong",22.3754592,114.1956878,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,0.65670994,1
4429,Pok Hong Estate,???,1000,Sha Tin District,"Sha Kok St, Sha Tin, Hong Kong",22.3754592,114.1956878,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,5.779690444,2
4444,Pok Hong Estate,???,1000,Sha Tin District,"Sha Kok St, Sha Tin, Hong Kong",22.3754592,114.1956878,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.631483652,3
4461,Prime View Garden,????,1520,Tuen Mun District,"Prime View Garden Block 3, 2 King Fung Path, San Hui, Hong Kong",22.4029371,113.9800854,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,0.731782836,1
4459,Prime View Garden,????,1520,Tuen Mun District,"Prime View Garden Block 3, 2 King Fung Path, San Hui, Hong Kong",22.4029371,113.9800854,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,6.3849715,2
4452,Prime View Garden,????,1520,Tuen Mun District,"Prime View Garden Block 3, 2 King Fung Path, San Hui, Hong Kong",22.4029371,113.9800854,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,7.91897996,3
4473,Prosperous Garden,????,668,Yau Tsim Mong District,"3 Public Square St, Yau Ma Tei, Hong Kong",22.3099781,114.1688408,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,0.607999898,1
