,Eng,Chinese,No Units,District_x,Address_x,Geo_lat_x,Geo_lng_x,Hospital,Address_y,Geo_lat_y,Geo_lng_y,District_y,Distance(Km),Rank
2169,Kai Ching Estate,???,5204,Kowloon City District,"Kowloon, Kai Tak, Hong Kong",22.3319102,114.2032651,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.902801079,3
2194,Kai Tai Court,???,624,Kwun Tong District,"28 Kai Yip Rd, Kowloon Bay, Hong Kong",22.328303,114.210696,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.768262858,1
2180,Kai Tai Court,???,624,Kwun Tong District,"28 Kai Yip Rd, Kowloon Bay, Hong Kong",22.328303,114.210696,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.196559017,2
2187,Kai Tai Court,???,624,Kwun Tong District,"28 Kai Yip Rd, Kowloon Bay, Hong Kong",22.328303,114.210696,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,4.292877518,3
2212,Kai Tin Estate,???,2200,Kwun Tong District,"Kai Tin Rd, Lam Tin, Hong Kong",22.3088132,114.2349188,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.810088442,1
2210,Kai Tin Estate,???,2200,Kwun Tong District,"Kai Tin Rd, Lam Tin, Hong Kong",22.3088132,114.2349188,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.736917809,2
2201,Kai Tin Estate,???,2200,Kwun Tong District,"Kai Tin Rd, Lam Tin, Hong Kong",22.3088132,114.2349188,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.363819514,3
2219,Kai Tsui Court,???,1216,Eastern District,"16 Siu Sai Wan Rd, Chai Wan, Hong Kong",22.261509,114.251274,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.787855425,1
2228,Kai Tsui Court,???,1216,Eastern District,"16 Siu Sai Wan Rd, Chai Wan, Hong Kong",22.261509,114.251274,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.557649496,2
2230,Kai Tsui Court,???,1216,Eastern District,"16 Siu Sai Wan Rd, Chai Wan, Hong Kong",22.261509,114.251274,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,7.317828671,3
2248,Kai Yip Estate,???,4300,Kwun Tong District,"Hong Kong, ???",22.329485,114.208876,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.9882323,1
2234,Kai Yip Estate,???,4300,Kwun Tong District,"Hong Kong, ???",22.329485,114.208876,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.071493977,2
2241,Kai Yip Estate,???,4300,Kwun Tong District,"Hong Kong, ???",22.329485,114.208876,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,4.202240428,3
2257,Kam Fung Court,???,3648,Sha Tin District,"638 Sai Sha Rd, Ma On Shan, Hong Kong",22.422362,114.2249961,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,5.466448798,1
2250,Kam Fung Court,???,3648,Sha Tin District,"638 Sai Sha Rd, Ma On Shan, Hong Kong",22.422362,114.2249961,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,6.550590063,2
2266,Kam Fung Court,???,3648,Sha Tin District,"638 Sai Sha Rd, Ma On Shan, Hong Kong",22.422362,114.2249961,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,11.01372849,3
2275,Kam Hay Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,5.602994457,1
2268,Kam Hay Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,7.094999541,2
2284,Kam Hay Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,10.85651065,3
2293,Kam Lung Court,???,1400,Sha Tin District,"1 Kam Ying Rd, Ma On Shan, Hong Kong",22.4262504,114.2403432,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,6.671222108,1
2286,Kam Lung Court,???,1400,Sha Tin District,"1 Kam Ying Rd, Ma On Shan, Hong Kong",22.4262504,114.2403432,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,7.639808003,2
2302,Kam Lung Court,???,1400,Sha Tin District,"1 Kam Ying Rd, Ma On Shan, Hong Kong",22.4262504,114.2403432,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,11.5258607,3
2316,Kam Peng Estate,???,300,Islands District,"Peng Chau, Hong Kong",22.2863,114.036481,St. John Hospital,"Cheung Chau Hospital Rd, Cheung Chau, Hong Kong",22.208049,114.031519,Islands District,8.71854992,1
2314,Kam Peng Estate,???,300,Islands District,"Peng Chau, Hong Kong",22.2863,114.036481,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,9.928841511,2
2308,Kam Peng Estate,???,300,Islands District,"Peng Chau, Hong Kong",22.2863,114.036481,North Lantau Hospital,"8 Chung Yan Rd, Lantau Island, Hong Kong",22.2820281,113.9392707,Islands District,10.01609761,3
2329,Kam Tai Court,???,3440,Sha Tin District,"33 Ning Tai Rd, Ma On Shan, Hong Kong",22.4094781,114.2215507,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.03933235,1
2322,Kam Tai Court,???,3440,Sha Tin District,"33 Ning Tai Rd, Ma On Shan, Hong Kong",22.4094781,114.2215507,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,7.280961096,2
2338,Kam Tai Court,???,3440,Sha Tin District,"33 Ning Tai Rd, Ma On Shan, Hong Kong",22.4094781,114.2215507,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,9.595278591,3
2347,Kam Ying Court,???,3500,Sha Tin District,"Kam Ying Rd, Ma On Shan, Hong Kong",22.4238103,114.2366421,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,6.226802439,1
2340,Kam Ying Court,???,3500,Sha Tin District,"Kam Ying Rd, Ma On Shan, Hong Kong",22.4238103,114.2366421,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,7.444320857,2
2356,Kam Ying Court,???,3500,Sha Tin District,"Kam Ying Rd, Ma On Shan, Hong Kong",22.4238103,114.2366421,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,11.2164856,3
2365,Kam on Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,5.602994457,1
2358,Kam on Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,7.094999541,2
2374,Kam on Court,???,1050,Sha Tin District,"Hang Hong St, Ma On Shan, Hong Kong",22.420915,114.230454,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,10.85651065,3
2390,Kin Ming Estate,???,7000,Sai Kung District,"Hong Kong, ??????",22.3119072,114.256874,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,1.495195811,1
2392,Kin Ming Estate,???,7000,Sai Kung District,"Hong Kong, ??????",22.3119072,114.256874,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.324479769,2
2381,Kin Ming Estate,???,7000,Sai Kung District,"Hong Kong, ??????",22.3119072,114.256874,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.161634657,3
2409,Kin Sang Estate,???,400,Tuen Mun District,"Kin Sang Estate, Tuen Mun, Hong Kong",22.406346,113.971628,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,0.483071715,1
2407,Kin Sang Estate,???,400,Tuen Mun District,"Kin Sang Estate, Tuen Mun, Hong Kong",22.406346,113.971628,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,6.308874413,2
2400,Kin Sang Estate,???,400,Tuen Mun District,"Kin Sang Estate, Tuen Mun, Hong Kong",22.406346,113.971628,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,8.430965552,3
2428,King Hin Court,???,344,Wong Tai Sin District,"King Hin Court; King Tung Street, Hammer Hill, Hong Kong",22.3412066,114.2090881,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.710752931,1
2419,King Hin Court,???,344,Wong Tai Sin District,"King Hin Court; King Tung Street, Hammer Hill, Hong Kong",22.3412066,114.2090881,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.215709378,2
2414,King Hin Court,???,344,Wong Tai Sin District,"King Hin Court; King Tung Street, Hammer Hill, Hong Kong",22.3412066,114.2090881,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.755112936,3
2446,King Lai Court,???,700,Wong Tai Sin District,"36 Fung Shing St, Hammer Hill, Hong Kong",22.3413702,114.2113605,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.571435473,1
2437,King Lai Court,???,700,Wong Tai Sin District,"36 Fung Shing St, Hammer Hill, Hong Kong",22.3413702,114.2113605,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.249102068,2
2432,King Lai Court,???,700,Wong Tai Sin District,"36 Fung Shing St, Hammer Hill, Hong Kong",22.3413702,114.2113605,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.953036988,3
2462,King Lam Estate,???,1400,Sai Kung District,"King Lam Estate, Yau Yue Wan, Hong Kong",22.321844,114.2614,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,0.977080912,1
2464,King Lam Estate,???,1400,Sai Kung District,"King Lam Estate, Yau Yue Wan, Hong Kong",22.321844,114.2614,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.540377335,2
2453,King Lam Estate,???,1400,Sai Kung District,"King Lam Estate, Yau Yue Wan, Hong Kong",22.321844,114.2614,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,6.360679157,3
2466,King Nga Court,???,700,Tai Po District,"6 Hiu Wan Rd, Tai Po, Hong Kong",22.4406969,114.1664374,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,2.177281226,1
2469,King Nga Court,???,700,Tai Po District,"6 Hiu Wan Rd, Tai Po, Hong Kong",22.4406969,114.1664374,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,7.568168115,2
2473,King Nga Court,???,700,Tai Po District,"6 Hiu Wan Rd, Tai Po, Hong Kong",22.4406969,114.1664374,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,7.797376265,3
2500,King Shan Court,???,1584,Wong Tai Sin District,"32 Fung Shing St, Hammer Hill, Hong Kong",22.341109,114.209709,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.659594684,1
2491,King Shan Court,???,1584,Wong Tai Sin District,"32 Fung Shing St, Hammer Hill, Hong Kong",22.341109,114.209709,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.239054838,2
2486,King Shan Court,???,1584,Wong Tai Sin District,"32 Fung Shing St, Hammer Hill, Hong Kong",22.341109,114.209709,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.79931124,3
2505,King Shing Court,???,2432,North District,"8 Yat Ming Rd, Fanling, Hong Kong",22.4877,114.140872,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,1.945935981,1
2502,King Shing Court,???,2432,North District,"8 Yat Ming Rd, Fanling, Hong Kong",22.4877,114.140872,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,4.754404771,2
2508,King Shing Court,???,2432,North District,"8 Yat Ming Rd, Fanling, Hong Kong",22.4877,114.140872,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,11.20740369,3
2536,King Tai Court,???,857,Wong Tai Sin District,"118? King Fuk St, San Po Kong, Hong Kong",22.3350817,114.2004355,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.030991149,1
2522,King Tai Court,???,857,Wong Tai Sin District,"118? King Fuk St, San Po Kong, Hong Kong",22.3350817,114.2004355,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.63417839,2
2529,King Tai Court,???,857,Wong Tai Sin District,"118? King Fuk St, San Po Kong, Hong Kong",22.3350817,114.2004355,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.940985193,3
2543,King Tsui Court,???,608,Eastern District,"King Tsui Court, 8 Fung Ha Rd, Tai Tam Gap, Hong Kong",22.2600819,114.2306445,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.206377045,1
2549,King Tsui Court,???,608,Eastern District,"King Tsui Court, 8 Fung Ha Rd, Tai Tam Gap, Hong Kong",22.2600819,114.2306445,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,5.956283327,2
2554,King Tsui Court,???,608,Eastern District,"King Tsui Court, 8 Fung Ha Rd, Tai Tam Gap, Hong Kong",22.2600819,114.2306445,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,7.047903678,3
2572,Kingsford Terrace,???,2010,Wong Tai Sin District,"8 King Tung St, Hammer Hill, Hong Kong",22.3405418,114.2111442,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.514729046,1
2563,Kingsford Terrace,???,2010,Wong Tai Sin District,"8 King Tung St, Hammer Hill, Hong Kong",22.3405418,114.2111442,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.333188856,2
2558,Kingsford Terrace,???,2010,Wong Tai Sin District,"8 King Tung St, Hammer Hill, Hong Kong",22.3405418,114.2111442,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.881108172,3
2579,Ko Cheung Court,???,1800,Kwun Tong District,"Yau Tong, Hong Kong",22.2955648,114.2409484,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.927990859,1
2590,Ko Cheung Court,???,1800,Kwun Tong District,"Yau Tong, Hong Kong",22.2955648,114.2409484,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.407092754,2
2588,Ko Cheung Court,???,1800,Kwun Tong District,"Yau Tong, Hong Kong",22.2955648,114.2409484,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.87747905,3
2597,Ko Chun Court,???,1616,Kwun Tong District,"23 Ko Chiu Rd, Yau Tong, Hong Kong",22.297986,114.242281,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,3.217480065,1
2608,Ko Chun Court,???,1616,Kwun Tong District,"23 Ko Chiu Rd, Yau Tong, Hong Kong",22.297986,114.242281,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.229131436,2
2606,Ko Chun Court,???,1616,Kwun Tong District,"23 Ko Chiu Rd, Yau Tong, Hong Kong",22.297986,114.242281,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.601615316,3
2615,Ko Yee Estate,???,1200,Kwun Tong District,"28 Ko Chiu Rd, Yau Tong, Hong Kong",22.297491,114.241452,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,3.14788371,1
2626,Ko Yee Estate,???,1200,Kwun Tong District,"28 Ko Chiu Rd, Yau Tong, Hong Kong",22.297491,114.241452,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.237379244,2
2624,Ko Yee Estate,???,1200,Kwun Tong District,"28 Ko Chiu Rd, Yau Tong, Hong Kong",22.297491,114.241452,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.702757721,3
2633,Kornhill Gardens,????,2180,Eastern District,"Kornhill Plaza South, 2? Kornhill Rd, Kornhill, Hong Kong",22.28406,114.216151,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.621632878,1
2639,Kornhill Gardens,????,2180,Eastern District,"Kornhill Plaza South, 2? Kornhill Rd, Kornhill, Hong Kong",22.28406,114.216151,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.299957037,2
2644,Kornhill Gardens,????,2180,Eastern District,"Kornhill Plaza South, 2? Kornhill Rd, Kornhill, Hong Kong",22.28406,114.216151,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.512168292,3
2663,Kwai Chun Court,???,1050,Kwai Tsing District,"93 Kwai Hing Rd, Kwai Chung, Hong Kong",22.3645673,114.1319294,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,1.391704263,1
2654,Kwai Chun Court,???,1050,Kwai Tsing District,"93 Kwai Hing Rd, Kwai Chung, Hong Kong",22.3645673,114.1319294,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.56832435,2
2647,Kwai Chun Court,???,1050,Kwai Tsing District,"93 Kwai Hing Rd, Kwai Chung, Hong Kong",22.3645673,114.1319294,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.374387541,3
2681,Kwai Chung Estate,???,13700,Kwai Tsing District,"Kwai Chung, Hong Kong",22.366841,114.1305953,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,1.17557174,1
2672,Kwai Chung Estate,???,13700,Kwai Tsing District,"Kwai Chung, Hong Kong",22.366841,114.1305953,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.833383928,2
2665,Kwai Chung Estate,???,13700,Kwai Tsing District,"Kwai Chung, Hong Kong",22.366841,114.1305953,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.656389066,3
